,PART I,,,,,,,,,,PART II,,,,,,,,,,,
b52a4c7d-1412-4f34-b38a-01d0fe609b1c,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,"Investigate, assess and report system casualty/battle damage",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
96488c29-c473-4609-8161-18a9f92d78d0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Locate all aviation fuel station electrical power panels,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
1d5abfbb-ef6b-4780-82e0-1359143083f5,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Maintain/replace gauges and Hoke (block) valves,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a87b8202-0372-4547-a2e8-21ac13d90a71,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Manufacture miscellaneous fuel system gaskets,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2b5f5236-091a-4e5f-9a7c-eaa2025ec97c,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Identify MOGAS emergency/jettison procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
25d06e13-b66a-40cd-a17f-f08ec876d702,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Operate plane to plane transfer cart/defuel cart,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4a8dc6df-b218-46d6-b23f-a60cfad8b368,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Prepare for UNREP,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c4a2b336-21f7-459e-8542-a83fd756a1fb,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Respond to RAS station emergencies: Emergency break away,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
7b074634-b610-4591-bb9a-f4a9f9a7a165,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Respond to RAS station emergencies: Excessive pressure,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
91e6c9bb-6d77-45f7-a2d3-d931147192aa,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Respond to RAS station emergencies: Parted spanwire,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
bd670850-79ed-4a4e-9bab-3681ac4ac838,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,"Receive, store, and issue MOGAS",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b70ee3b8-4423-4477-8ef9-acc833b44af8,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair air driven pumps,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8fb755b7-63ad-4cc8-999b-beb47410b17d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair butterfly valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
11478f02-a14c-4222-a938-82bc10d42cec,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair defuel pump,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b80beac9-2e50-4ea0-85e3-dfa925ad5a7e,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair fuel hoses/restring hose,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify hose and hose reel components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
823c5329-4e8d-4ed2-96fc-efd34841fc00,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair gate valves,Rating Specific Task,No,A-651-0065,Valve Maintenance,G-School,SWSCOLCOM,TCCD,Perform valve corrective maintenance,"Knowledge/Performance Test, Oral Board/Test",,,,Could not verify if taught
eeda4052-0cdd-4911-a73f-1eb81e938cbd,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair globe valves,Rating Specific Task,No,A-651-0065,Valve Maintenance,G-School,SWSCOLCOM,TCCD,Perform valve corrective maintenance,N/A,,,,Could not verify if taught
3b7f0047-2cc5-4f48-8e3d-679c9dfcadfe,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair leaks,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
13727132-be58-42ed-b343-6987fefd56b3,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair quick disconnect couplings,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify nozzle and quick disconnect components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
f1e7c24d-1ea5-4683-800b-0ed048d33016,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair reduction gear,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3bc87dbf-bfa6-4b77-a664-1f000ca640dd,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair swing check valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
47942cc2-799b-413b-8491-874f159b2117,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Repair swing joint/hose reel,Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,TCCD,Given a knowledge test identify hose and hose reel components,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
aaf01bc4-ae91-4591-b9f8-58f04510bd8b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Set fuel delivery pressure,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
0f451e6e-f96b-4387-8ad4-577367ddac54,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Troubleshoot and repair automatic fuel/defuel valve,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
866ae4d8-f45c-4bfc-9004-b51b579ed507,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Troubleshoot and repair electrical continuity wiring,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
45b73535-1c7d-467a-9445-e80d6d944a2d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Operations,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (308 Flight Deck Fuel Repairman),10/1/2009,300 Series PQS Watch Station,Validate Flight Deck AFOSS Diagrams,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
ad832781-c22a-4efb-b940-7ea48c0c9d5b,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Conduct routine inspections of assigned equipment,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e03c487a-bb99-4f56-8c76-ecc7628bd232,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Respond to emergency Defuel Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
135a3902-a3bb-4d94-9b1d-73bf32370fb5,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Inform chain-of-command of equipment status and submit status reports,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
249400c4-4742-40b8-ab7e-2a6d4ef5b013,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Maintain PMS schedules,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
fcd0634f-262e-445c-bd84-b22f0c7f52fe,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Maintain technical manuals,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
e620c083-b344-476a-867b-caeb11d192c3,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Maintain Tool Control Program,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
5c09aa75-8682-4a84-9d8e-6a5cdd1f45a9,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Respond to MOGAS emergency jettison Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
12564e0f-b153-4f20-a842-522837ea2426,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Monitor Work Center Training Program,Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,"Manage division personnel, spaces, and administration","Knowledge/Performance Test, Oral Board/Test",,,,N/A
10f4c42f-3b5b-4cf6-a94f-b23e513245d9,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Monitor/coordinate all systems operations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2ec81a4b-6f18-49dc-bd0e-ecbea1f21cb5,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Submit material requirements,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f6c97036-feaf-4f14-9087-db5b1f281f6c,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Supervise operation/manning of RAS stations,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
24a2624e-cf01-44df-a0db-f92c6b9a8f70,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,"Supervise, assign, monitor and track maintenance",Rating Specific Task,No,C-821-2010,Aviation Boatswain's Mate (F) Course,A-School,CNATT,CTTL,"Manage division personnel, spaces, and administration","Knowledge/Performance Test, Oral Board/Test",,,,N/A
be448db5-01fd-4773-921a-fecc7da6b953,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,"Supervise, storage, and issue of MOGAS",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6b0bb73d-8553-49c4-882e-5a065787cb81,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Supervise/coordinate the following onloads: Catapult lube oil,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
d2356dd0-cec9-462a-ba5c-6ab4ed9dff1e,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Supervise/coordinate the following onloads: JP-5,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2182690b-bd22-4901-a7ac-75ede466e1d3,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Supervise/coordinate the following onloads: MOGAS,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
2caa2357-0215-4bca-a93f-51847418a8b2,ABF,E5,J,Aviation Fuels Flight Deck Operations Technician,Supervisor,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (309 Flight Deck Repair Supervisor),10/1/2009,300 Series PQS Watch Station,Validate AFOSS flight deck diagrams and procedures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
a1d430cb-24ba-44b1-a311-88009ae14c8d,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Align filter for fuel delivery,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
f0efe0aa-2a4f-4388-ad04-2b48d05bacf7,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Align for Service/Filter drain back,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
cca8c3f3-b34d-4f92-9368-5c27631b19d6,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures when the automatic shutoff valve closes,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8f568c8d-533a-44de-bfda-4b38b31a6130,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for excessive differential pressure,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
bf0783c1-bb17-465a-9dc4-0560eec5cd2e,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for excessive pressure drop,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
c8421389-08b4-423c-8dad-f99669d8ea5c,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for excessive solids/water in sump,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9e8ac981-2726-49dc-910b-7cdab2109c59,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for filter element failure,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
042a6d7c-3ca2-4c11-92f0-5160a497acd0,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Respond to flooding Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
7b7e3a5d-f18a-4fdb-a785-a18f370a71de,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,"Locate and operate distribution isolation valves, main deck, and below",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4fc05af1-eaf5-40f8-bfc5-3cdf8658c66a,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for loss of communications,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6a9c66a2-edf4-4ad3-928c-24da5ad369f3,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Monitor and record filter pressures,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
3913f50f-1bf8-4f9c-937e-81bd0399a0af,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,"Obtain, inspect, and record required fuel samples",Rating Specific Task,No,C-821-2014,Aviation Fuels Maintenance Technician Course,C-School,CNATT,CTTL,Inspect fuel samples,"Knowledge/Performance Test, Oral Board/Test",,,,N/A
a113c69e-a81a-4fc1-be7d-e3eee40e1da1,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Respond to ruptured piping/gaskets Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
4c500258-8472-48b6-9b73-4d96b7abacf2,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Secure filter,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
382b17c9-4567-4877-a134-9204896858e4,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,JP-5 Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (310 JP-5 Service Filter Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for water in clearwell,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
6e45de2e-bfe3-41c1-afe6-ecfaacd47869,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Align L/O system to fill catapult ready service tank,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
045663cd-8040-482e-90a8-5d6310520852,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Align L/O system to receive from: Drum,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
026771d9-cd9e-4d69-acf8-4b05424589c5,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Align L/O system to receive from: Offload L/O,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
b33910ad-405a-43a3-bb02-fd78f4da0649,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Align L/O system to receive from: Truck,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9cb64b01-b374-400a-927e-1963a3598a42,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Inspect duplex strainer,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
8342304c-c25e-4cfe-bc97-09ba91549b5b,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Establish communications (4JV/G),Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
90067763-933b-4a8e-99b6-6b5c0265d8ba,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Respond to L/O spill Alarms/Limitations/Emergencies,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
9a07c79e-2f1d-4896-99dd-7c7d2fc083b7,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,"Locate catapult 1, 2, 3, and 4 ready service tanks",Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
28644c28-2c64-4d5a-ba33-e6fb10aa53ab,ABF,E1,A,Aviation Fuels Flight Deck Operations Technician,Deck Maint,NAVEDTRA 43426-4E (Air Department Aviation Fuels Afloat) (311 Catapult Lube Oil Operator),10/1/2009,300 Series PQS Watch Station,Identify procedures for loss of communications,Rating Specific Task,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,Could not verify if taught
